Customer_ID,Income,Age,Marital_Status,Education_Level,Kidhome,Teenhome,Customer_Join_Date,Customer_Names,ROI,Impressions,CPC,CAC,Clicks
122,61331,62,Single,Master,1,1,2017-12-09 10:59:23,Ayesha Malik,0,4000,4.203571429,235.4,275
123,73448,51,Married,Graduation,0,0,2018-11-11 10:59:23,Hassan Raza,0,2800,4.722222222,170,245
124,41551,56,Married,PhD,1,1,2018-05-15 10:59:23,Fatima Javed,0,4000,3.938461538,102.4,125
125,62981,53,Together,PhD,0,0,2017-12-16 10:59:23,Zain Ahmed,1,1800,11.76190476,247,120
126,9548,44,Divorced,Basic,1,0,2017-05-09 10:59:23,Sana Tariq,0,4800,1.111111111,6.666666667,30
127,33762,61,Married,PhD,2,1,2018-04-07 10:59:23,Umar Farooq,0,4800,2.727272727,30,60
128,35860,47,Single,PhD,1,1,2019-02-17 10:59:23,Nadia Iqbal,1,3000,0.805555556,4.833333333,30
129,36921,55,Divorced,PhD,1,1,2018-04-28 10:59:23,Bilal Hussain,0,4200,1.015151515,11.16666667,60
130,92859,28,Single,Master,0,0,2017-07-20 10:59:23,Hina Shah,0,1200,25.98076923,675.5,150
131,65104,44,Together,Master,0,1,2018-08-15 10:59:23,Kamran Aslam,0,4200,20.89583333,334.3333333,90
132,86111,58,Married,Graduation,0,0,2018-01-18 10:59:23,Rabia Noor,0,1400,13.83516484,359.7142857,175
133,68352,46,Single,PhD,0,1,2018-05-29 10:59:23,Tariq Mehmood,0,3600,6.678861789,273.8333333,240
134,41883,32,Together,Graduation,1,0,2017-12-18 10:59:23,Saima Gul,0,4900,2.666666667,56,140
135,59809,44,Married,Graduation,0,2,2017-07-19 10:59:23,Shahzad Anwar,0,5600,14.78571429,236.5714286,105
136,23957,45,Married,Graduation,1,0,2017-07-29 10:59:23,Mariam Yousaf,0,4200,1.350649351,14.85714286,70
137,38547,39,Together,Graduation,1,0,2018-05-29 10:59:23,Imran Qureshi,0,4000,1.166666667,7,25
138,35688,47,Married,2n Cycle,2,1,2017-05-23 10:59:23,Bushra Ansari,0,5600,2.43537415,51.14285714,140
139,49605,54,Married,Master,0,0,2019-03-22 10:59:23,Naveed Akhtar,0,2100,3.090909091,34,70
140,59354,67,Married,Master,0,2,2019-01-23 10:59:23,Asma Zafar,0,1800,6.976190476,146.5,120
141,65747,51,Married,Graduation,0,1,2018-12-06 10:59:23,Ali Khan,1,3600,1.790650407,73.41666667,240
142,46344,48,Together,2n Cycle,0,1,2017-09-14 10:59:23,Ayesha Malik,0,4200,3.037037037,109.3333333,210
143,34176,32,Single,Graduation,1,0,2019-02-10 10:59:23,Hassan Raza,0,4200,1.232142857,19.71428571,105
144,61010,68,Together,PhD,0,1,2017-07-10 10:59:23,Fatima Javed,0,2000,11.52439024,472.5,160
145,69372,71,Together,Graduation,0,0,2017-11-20 10:59:23,Zain Ahmed,2,2800,2.500466853,127.5238095,350
146,49967,62,Single,Graduation,0,1,2018-04-08 10:59:23,Sana Tariq,0,4900,2.792626728,86.57142857,210
147,60199,42,Single,Graduation,1,2,2018-06-13 10:59:23,Umar Farooq,0,2000,7.2,7.2,0
148,55375,43,Together,Graduation,0,1,2018-07-18 10:59:23,Nadia Iqbal,0,1400,7.047619048,42.28571429,35
149,80317,65,Single,Graduation,0,0,2018-05-21 10:59:23,Bilal Hussain,0,700,20.96428571,335.4285714,105
150,30523,62,Single,Master,2,1,2018-04-01 10:59:23,Hina Shah,0,1400,0.666666667,4,10
151,70356,75,Married,PhD,0,0,2017-08-06 10:59:23,Kamran Aslam,0,3600,10.88235294,555,300
152,23228,36,Married,Graduation,1,0,2018-10-06 10:59:23,Rabia Noor,0,5600,2.071428571,33.14285714,105
153,74165,45,Divorced,PhD,0,0,2018-01-30 10:59:23,Tariq Mehmood,0,1000,19.52307692,507.6,125
154,43482,54,Together,Graduation,2,1,2018-08-14 10:59:23,Saima Gul,0,3600,1.333333333,14.66666667,60
155,62551,67,Divorced,Graduation,0,0,2018-08-19 10:59:23,Shahzad Anwar,1,2100,1.815668203,56.28571429,210
156,52332,61,Divorced,Graduation,0,0,2018-05-29 10:59:23,Mariam Yousaf,1,2400,2.677083333,42.83333333,90
157,66951,32,Single,Graduation,0,0,2018-08-03 10:59:23,Imran Qureshi,0,700,17.73214286,283.7142857,105
158,26091,63,Together,Graduation,1,1,2018-11-26 10:59:23,Bushra Ansari,0,3500,1.792207792,19.71428571,70
159,33456,55,Together,Graduation,1,1,2019-01-20 10:59:23,Naveed Akhtar,0,4200,1.416666667,8.5,30
160,28718,38,Married,Graduation,1,0,2018-04-13 10:59:23,Asma Zafar,0,5600,1.064935065,11.71428571,70
161,50447,50,Married,Graduation,2,0,2019-01-20 10:59:23,Ali Khan,0,4200,2.160714286,34.57142857,105
162,53537,61,Together,PhD,1,1,2018-10-31 10:59:23,Ayesha Malik,0,1000,3.954545455,43.5,20
163,52074,53,Single,Graduation,0,1,2019-01-03 10:59:23,Hassan Raza,1,1600,1.613636364,17.75,40
164,80427,45,Married,PhD,0,1,2017-06-13 10:59:23,Fatima Javed,0,3000,10.55654762,591.1666667,330
165,83837,72,Married,PhD,0,0,2017-09-16 10:59:23,Zain Ahmed,2,2800,2.498964803,114.952381,315
166,38853,50,Married,PhD,1,1,2019-02-21 10:59:23,Sana Tariq,0,2800,1.954545455,21.5,40
167,38285,61,Together,Graduation,2,1,2019-03-25 10:59:23,Umar Farooq,0,800,4,4,0
168,78497,69,Married,2n Cycle,0,0,2018-09-01 10:59:23,Nadia Iqbal,1,1200,4.83974359,125.8333333,150
169,51650,44,Married,PhD,0,1,2019-02-09 10:59:23,Bilal Hussain,0,3500,2.503401361,52.57142857,140
170,16248,32,Married,2n Cycle,1,0,2019-02-08 10:59:23,Hina Shah,0,3600,1.272727273,14,60
171,66835,74,Married,Master,0,0,2018-06-29 10:59:23,Kamran Aslam,0,1400,8.221198157,254.8571429,210
172,30477,36,Married,Master,1,0,2018-10-23 10:59:23,Rabia Noor,0,3000,3.6,21.6,25
173,28249,59,Married,Basic,0,0,2019-03-16 10:59:23,Tariq Mehmood,0,4200,0.857142857,9.428571429,70
174,25271,37,Married,Graduation,1,0,2017-09-05 10:59:23,Saima Gul,0,5400,2.111111111,12.66666667,30
175,32303,50,Single,PhD,0,1,2018-12-07 10:59:23,Shahzad Anwar,0,1000,3.083333333,18.5,10
176,61286,54,Married,Graduation,0,1,2018-05-03 10:59:23,Mariam Yousaf,0,3000,4.546296296,163.6666667,210
177,74068,44,Married,Graduation,0,0,2017-12-18 10:59:23,Imran Qureshi,0,1400,21.30612245,447.4285714,140
178,45759,56,Married,PhD,1,1,2017-11-24 10:59:23,Bushra Ansari,0,4200,1.939393939,21.33333333,60
179,24882,42,Together,Basic,1,0,2017-06-10 10:59:23,Naveed Akhtar,1,3600,1.222222222,7.333333333,30
180,66973,31,Together,PhD,0,0,2018-02-15 10:59:23,Asma Zafar,0,2100,8.222996516,337.1428571,280
181,38872,32,Married,Graduation,1,0,2018-02-28 10:59:23,Ali Khan,0,4800,1.40625,22.5,90
182,51148,47,Married,Graduation,1,1,2017-11-19 10:59:23,Ayesha Malik,0,4200,3.32967033,86.57142857,175
183,31353,43,Married,Graduation,1,1,2018-09-29 10:59:23,Hassan Raza,0,4000,1.266666667,7.6,25
184,69661,40,Married,Master,0,0,2019-02-11 10:59:23,Fatima Javed,0,1800,7.574074074,272.6666667,210
185,80067,66,Married,Graduation,0,0,2018-06-20 10:59:23,Zain Ahmed,1,1400,10.53741497,221.2857143,140
186,86718,66,Married,Graduation,0,0,2017-10-18 10:59:23,Sana Tariq,0,1400,12.06593407,313.7142857,175
187,46854,47,Single,PhD,1,1,2018-12-30 10:59:23,Umar Farooq,1,4000,1.107692308,28.8,125
188,69142,68,Divorced,Graduation,0,1,2019-03-30 10:59:23,Nadia Iqbal,1,3000,2.008130081,82.33333333,240
189,75922,52,Single,Graduation,0,0,2018-09-09 10:59:23,Bilal Hussain,0,700,16.36734694,343.7142857,140
190,63693,42,Divorced,Graduation,0,1,2018-07-15 10:59:23,Hina Shah,0,4200,5.591836735,313.1428571,385
191,102160,43,Together,PhD,0,0,2017-08-03 10:59:23,Kamran Aslam,3,2800,2.345238095,84.42857143,245
192,40637,55,Single,PhD,1,1,2018-04-17 10:59:23,Rabia Noor,0,2800,2.916666667,17.5,20
193,18890,36,Single,Master,0,0,2017-08-11 10:59:23,Tariq Mehmood,1,4200,2.857142857,2.857142857,0
194,29604,32,Together,Graduation,1,0,2018-09-08 10:59:23,Saima Gul,1,4500,1.083333333,6.5,25
195,48721,57,Divorced,Master,1,1,2018-02-11 10:59:23,Shahzad Anwar,0,4200,3.700680272,77.71428571,140
196,44794,54,Married,Graduation,0,1,2019-03-09 10:59:23,Mariam Yousaf,0,2400,2.772727273,30.5,40
197,64497,66,Divorced,Graduation,0,1,2017-06-11 10:59:23,Imran Qureshi,1,5600,4.112244898,230.2857143,385
198,46097,64,Together,Graduation,0,1,2017-12-30 10:59:23,Bushra Ansari,0,2800,4.160714286,66.57142857,105
199,77972,66,Together,Graduation,0,0,2018-12-17 10:59:23,Naveed Akhtar,0,700,14.81632653,311.1428571,140
200,44377,52,Married,PhD,1,1,2017-07-06 10:59:23,Asma Zafar,0,3200,4.884615385,127,100
201,46014,46,Together,Master,1,1,2017-10-22 10:59:23,Ali Khan,0,4200,4.601851852,165.6666667,210
202,70951,35,Married,Graduation,0,0,2018-02-02 10:59:23,Ayesha Malik,0,700,20.42857143,326.8571429,105
203,41443,43,Married,Graduation,1,0,2018-12-31 10:59:23,Hassan Raza,0,4800,2.5,102.5,240
204,52195,42,Single,2n Cycle,2,1,2019-02-10 10:59:23,Fatima Javed,0,3200,1.333333333,8,20
205,83790,72,Married,Master,0,0,2018-08-16 10:59:23,Zain Ahmed,2,1800,4.311653117,176.7777778,240
206,44551,66,Widow,Master,0,1,2018-06-01 10:59:23,Sana Tariq,0,3500,4.171428571,87.6,100
207,69508,40,Together,Graduation,1,0,2017-08-15 10:59:23,Umar Farooq,0,3600,6.404761905,358.6666667,330
208,45204,32,Together,2n Cycle,1,0,2019-01-10 10:59:23,Nadia Iqbal,0,2100,4.571428571,27.42857143,35
209,72460,51,Married,Graduation,0,0,2018-08-15 10:59:23,Bilal Hussain,0,600,21.5,344,90
210,77622,50,Together,PhD,0,2,2019-01-13 10:59:23,Hina Shah,0,1800,7.52688172,233.3333333,180
211,30732,40,Married,PhD,1,0,2017-10-06 10:59:23,Kamran Aslam,0,4000,3.457142857,72.6,100
212,63887,58,Divorced,Graduation,0,1,2017-06-09 10:59:23,Rabia Noor,0,4200,7.161490683,329.4285714,315
213,42011,42,Together,Graduation,1,0,2017-12-25 10:59:23,Tariq Mehmood,0,4800,3.125,50,90
214,51369,44,Together,Graduation,0,1,2017-07-26 10:59:23,Saima Gul,0,4800,3.203252033,131.3333333,240
215,51537,68,Divorced,Graduation,0,1,2017-09-09 10:59:23,Shahzad Anwar,0,4000,36.76363636,404.4,50
216,79930,48,Married,PhD,0,0,2017-05-09 10:59:23,Mariam Yousaf,0,1400,31,496,105
217,34320,34,Together,PhD,1,0,2018-11-17 10:59:23,Imran Qureshi,0,4000,1.133333333,6.8,25
218,37070,54,Single,Graduation,1,1,2017-12-19 10:59:23,Bushra Ansari,0,4900,4.32967033,112.5714286,175
219,81975,58,Divorced,2n Cycle,0,1,2017-10-06 10:59:23,Naveed Akhtar,1,4900,7.193548387,223,210
220,38590,49,Together,Graduation,1,0,2018-02-13 10:59:23,Asma Zafar,0,4000,1.066666667,6.4,25
221,15033,69,Single,Graduation,0,0,2019-01-15 10:59:23,Ali Khan,0,1200,1.083333333,6.5,20
222,62745,55,Married,PhD,0,1,2017-12-22 10:59:23,Ayesha Malik,0,3500,8.611111111,310,245
223,22212,45,Married,2n Cycle,1,0,2018-09-09 10:59:23,Hassan Raza,0,4200,1.246753247,13.71428571,70
224,23661,38,Together,Master,1,0,2018-09-04 10:59:23,Fatima Javed,0,2800,1.833333333,11,20
225,79761,62,Single,PhD,0,1,2018-07-05 10:59:23,Zain Ahmed,0,2100,6.527472527,169.7142857,175
226,7500,47,Single,Graduation,1,0,2018-09-26 10:59:23,Sana Tariq,0,4900,0.660714286,10.57142857,105
227,73455,52,Widow,Graduation,0,0,2018-07-29 10:59:23,Umar Farooq,1,2100,9.529953917,295.4285714,210
228,64961,62,Together,Graduation,0,1,2017-09-23 10:59:23,Nadia Iqbal,0,2100,8.949308756,277.4285714,210
229,22804,49,Single,Graduation,1,0,2018-05-01 10:59:23,Bilal Hussain,0,4500,0.872727273,9.6,50
230,73687,30,Married,Graduation,0,0,2018-08-29 10:59:23,Hina Shah,1,1400,12.91071429,206.5714286,105
231,61074,62,Married,Graduation,0,1,2017-05-18 10:59:23,Kamran Aslam,0,3500,6.785714286,380,275
232,31686,56,Married,PhD,1,1,2019-03-06 10:59:23,Rabia Noor,0,2400,1.333333333,8,20
233,80134,48,Married,Graduation,1,0,2018-02-18 10:59:23,Tariq Mehmood,3,3600,5.16025641,134.1666667,150
234,75027,67,Married,Graduation,0,1,2017-10-10 10:59:23,Saima Gul,0,3500,8.155279503,375.1428571,315
235,67546,32,Married,PhD,0,0,2017-06-01 10:59:23,Shahzad Anwar,0,2100,26.58503401,558.2857143,140
236,65176,51,Together,Master,0,1,2017-07-30 10:59:23,Mariam Yousaf,0,3600,10.33333333,475.3333333,270
237,31160,45,Single,Master,1,0,2018-06-17 10:59:23,Imran Qureshi,0,5600,1.324675325,14.57142857,70
238,29938,35,Single,Graduation,1,0,2018-07-28 10:59:23,Bushra Ansari,0,3000,0.9,5.4,25
